OrderID,Transaction
538008,"['60 CAKE CASES DOLLY GIRL DESIGN', '72 SWEETHEART FAIRY CAKE CASES', 'BLUE PARTY BAGS ', 'CHILDRENS APRON APPLES DESIGN', 'CHILDRENS APRON DOLLY GIRL ', 'CHILDRENS CIRCUS PARADE MUG', 'CHILDRENS DOLLY GIRL MUG', 'CHILDRENS SPACEBOY MUG', 'CHILDS BREAKFAST SET CIRCUS PARADE', 'CIRCUS PARADE CHILDRENS EGG CUP ', 'CUPCAKE LACE PAPER SET 6', 'DOLLY GIRL CHILDRENS EGG CUP', 'DOLLY GIRL LUNCH BOX', 'EASTER TIN BUNNY BOUQUET', 'LUNCH BOX WITH CUTLERY RETROSPOT ', 'OVEN MITT APPLES DESIGN', 'PACK OF 20 NAPKINS PANTRY DESIGN', 'PACK OF 20 NAPKINS RED APPLES', 'PINK 3 PIECE POLKADOT CUTLERY SET', 'PINK CREAM FELT CRAFT TRINKET BOX ', 'PINK PARTY BAGS', 'RED RETROSPOT CAKE STAND', 'RED RETROSPOT OVEN GLOVE ', 'RETROSPOT PARTY BAG  STICKER SET', 'SET OF 2 TEA TOWELS APPLE AND PEARS', 'SET OF 20 VINTAGE CHRISTMAS NAPKINS', 'SET OF 9 BLACK SKULL BALLOONS', 'SET OF 9 HEART SHAPED BALLOONS', 'SET10 BLUE POLKADOT PARTY CANDLES', 'SET10 IVORY POLKADOT PARTY CANDLES', 'SET10 PINK POLKADOT PARTY CANDLES', 'SET10 RED POLKADOT PARTY CANDLES', 'SET6 RED SPOTTY PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES', 'SPACEBOY CHILDRENS EGG CUP', 'STRAWBERRY LUNCH BOX WITH CUTLERY', 'TABLECLOTH RED APPLES DESIGN ', 'WOODLAND PARTY BAG  STICKER SET', 'WRAP GREEN PEARS ', 'WRAP RED APPLES ', 'Segment_Consumer', 'Region_Northeast']"
538093,"['4 TRADITIONAL SPINNING TOPS', '6 RIBBONS RUSTIC CHARM', 'ASSORTED COLOUR MINI CASES', 'BIG DOUGHNUT FRIDGE MAGNETS', 'BIRD DECORATION RED RETROSPOT', 'EDWARDIAN PARASOL BLACK', 'EDWARDIAN PARASOL RED', 'HAIRCLIPS FORTIES FABRIC ASSORTED', 'INFLATABLE POLITICAL GLOBE ', 'JAM MAKING SET PRINTED', 'JUMBO BAG PINK POLKADOT', 'JUMBO BAG SPACEBOY DESIGN', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG SUKI  DESIGN ', 'LUNCH BAG WOODLAND', 'METAL DECORATION NAUGHTY CHILDREN ', 'PLASTERS IN TIN CIRCUS PARADE ', 'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS', 'RED RETROSPOT MINI CASES', 'RED TOADSTOOL LED NIGHT LIGHT', 'RIBBON REEL MAKING SNOWMEN ', 'RIBBON REEL SNOWY VILLAGE', 'RIBBON REEL STRIPES DESIGN ', 'SET OF 20 VINTAGE CHRISTMAS NAPKINS', 'SET3 DECOUPAGE STACKING TINS', 'SKULL LUNCH BOX WITH CUTLERY ', 'SMALL POPCORN HOLDER', 'STRAWBERRY LUNCH BOX WITH CUTLERY', 'TOADSTOOL MONEY BOX', 'VINTAGE HEADS AND TAILS CARD GAME ', 'Segment_Consumer', 'Region_Northeast']"
538196,"['ASSORTED COLOUR BIRD ORNAMENT', 'BLUE HARMONICA IN BOX ', 'CLOTHES PEGS RETROSPOT PACK 24 ', 'DOORMAT RED RETROSPOT', 'DOORMAT UNION FLAG', 'ELEPHANT, BIRTHDAY CARD, ', 'INFLATABLE POLITICAL GLOBE ', 'LUNCH BAG RED RETROSPOT', 'PICTURE DOMINOES', 'RED  HARMONICA IN BOX ', 'RED RETROSPOT CHILDRENS UMBRELLA', 'RED RETROSPOT TRADITIONAL TEAPOT ', 'RETROSPOT LARGE MILK JUG', 'TRADITIONAL MODELLING CLAY', 'WOODEN BOX OF DOMINOES', 'Segment_Corporate', 'Region_Southeast']"
539050,"['12 PENCILS TALL TUBE RED RETROSPOT', '6 RIBBONS EMPIRE  ', 'AGED GLASS SILVER TLIGHT HOLDER', 'AIRLINE BAG VINTAGE JET SET BROWN', 'AIRLINE BAG VINTAGE JET SET RED', 'ANTIQUE ALL GLASS CANDLESTICK', 'ANTIQUE GLASS PEDESTAL BOWL', 'ANTIQUE SILVER TEA GLASS ENGRAVED', 'ASSTD DESIGN 3D PAPER STICKERS', 'BALLOONS  WRITING SET ', 'BLACK CANDELABRA TLIGHT HOLDER', 'BLUE TEA TOWEL CLASSIC DESIGN', 'CAROUSEL DESIGN WASHBAG', 'CHRISTMAS METAL TAGS ASSORTED ', 'CIRCUS PARADE LUNCH BOX ', 'ETCHED GLASS COASTER', 'FELTCRAFT CHRISTMAS FAIRY', 'FELTCRAFT PRINCESS CHARLOTTE DOLL', 'FUNKY WASHING UP GLOVES ASSORTED', 'GREY FLORAL FELTCRAFT SHOULDER BAG', 'HEART OF WICKER SMALL', 'KEEP OUT BOYS DOOR HANGER ', 'KEY FOB , BACK DOOR ', 'KEY FOB , SHED', 'LETS GO SHOPPING COTTON TOTE BAG', 'MAGNETS PACK OF 4 CHILDHOOD MEMORY', 'MAGNETS PACK OF 4 VINTAGE COLLAGE', 'MAGNETS PACK OF 4 VINTAGE LABELS ', 'METAL SIGN TAKE IT OR LEAVE IT ', 'MOTORING TISSUE BOX', 'NINJA RABBIT PINK', 'PACK OF 12 HEARTS DESIGN TISSUES ', 'PACK OF 12 PINK POLKADOT TISSUES', 'PACK OF 12 RED RETROSPOT TISSUES ', 'PACK OF 12 SUKI TISSUES ', 'PACK OF 12 WOODLAND TISSUES ', 'PAPER CHAIN KIT VINTAGE CHRISTMAS', 'PHOTO CUBE', 'PINK CREAM FELT CRAFT TRINKET BOX ', 'PLACE SETTING WHITE HEART', 'RED RETROSPOT TISSUE BOX', 'RED TEA TOWEL CLASSIC DESIGN', 'REX CASHCARRY JUMBO SHOPPER', 'RIBBON REEL CHRISTMAS SOCK BAUBLE', 'RIBBON REEL HEARTS DESIGN ', 'RIBBON REEL LACE DESIGN ', 'RIBBON REEL STRIPES DESIGN ', 'S6 SEW ON CROCHET FLOWERS', 'SANDWICH BATH SPONGE', 'SCANDINAVIAN REDS RIBBONS', 'SCOTTIES DESIGN WASHBAG', 'SET OF 20 VINTAGE CHRISTMAS NAPKINS', 'SET OF 3 CAKE TINS PANTRY DESIGN ', 'SET OF 3 HEART COOKIE CUTTERS', 'SET OF 3 NOTEBOOKS IN PARCEL', 'SET OF 4 NAPKIN CHARMS CROWNS ', 'SET OF 4 NAPKIN CHARMS CUTLERY', 'SET OF 9 HEART SHAPED BALLOONS', 'SPACE CADET RED', 'SPACE OWL', 'SQUARECUSHION COVER PINK UNION FLAG', 'STRAWBERRY BATH SPONGE ', 'URBAN BLACK RIBBONS ', 'VINTAGE BILLBOARD TEA MUG', 'WICKER WREATH LARGE', 'WOODLAND DESIGN  COTTON TOTE BAG', 'ZINC METAL HEART DECORATION', 'Segment_Consumer', 'Region_Northeast']"
539104,"['LUNCH BAG DOLLY GIRL DESIGN', 'Segment_Consumer', 'Region_Southeast']"
539113,"['LUNCH BAG DOLLY GIRL DESIGN', 'Segment_Corporate', 'Region_Southeast']"
539114,"['RECIPE BOX RETROSPOT ', 'Segment_Corporate', 'Region_Northeast']"
539407,"['BLUE HARMONICA IN BOX ', 'FELT FARM ANIMAL WHITE BUNNY ', 'FELT TOADSTOOL  SMALL', 'MINI PAINT SET VINTAGE ', 'RETROSPOT PARTY BAG  STICKER SET', 'Segment_Corporate', 'Region_Southeast']"
539435,"['RED RETROSPOT MINI CASES', 'RED TOADSTOOL LED NIGHT LIGHT', 'ROUND SNACK BOXES SET OF4 WOODLAND ', 'TOADSTOOL MONEY BOX', 'Segment_Corporate', 'Region_Northeast']"
539551,"['ASS COLOUR GLOWING TIARAS', 'EDWARDIAN PARASOL NATURAL', 'EDWARDIAN PARASOL PINK', 'FAIRY TALE COTTAGE NIGHTLIGHT', 'HAND WARMER BABUSHKA DESIGN', 'LUNCH BAG WOODLAND', 'PINK HEART SHAPE EGG FRYING PAN', 'PINK POLKADOT CHILDRENS UMBRELLA', 'RED DRAGONFLY HELICOPTER', 'RED RETROSPOT CHILDRENS UMBRELLA', 'RED TOADSTOOL LED NIGHT LIGHT', 'RETROSPOT PARTY BAG  STICKER SET', 'TOAST ITS  I LOVE YOU ', 'WOODLAND PARTY BAG  STICKER SET', 'Segment_Consumer', 'Region_Southeast']"
539607,"['BIG DOUGHNUT FRIDGE MAGNETS', 'BLACK RECORD COVER FRAME', 'BLUE POLKADOT CUP', 'BOOM BOX SPEAKER GIRLS', 'CABIN BAG VINTAGE RETROSPOT', 'CHARLOTTE BAG PINK POLKADOT', 'CHILDRENS CIRCUS PARADE MUG', 'CIRCUS PARADE CHILDRENS EGG CUP ', 'COFFEE MUG APPLES DESIGN', 'COFFEE MUG PEARS  DESIGN', 'DOORMAT RESPECTABLE HOUSE', 'DOORMAT UNION FLAG', 'FANCY FONT BIRTHDAY CARD, ', 'FIRST CLASS PASSPORT COVER ', 'GINGERBREAD MAN COOKIE CUTTER', 'JAM MAKING SET PRINTED', 'LARGE POPCORN HOLDER ', 'LONDON BUS COFFEE MUG', 'LUNCH BOX WITH CUTLERY RETROSPOT ', 'METAL SIGN TAKE IT OR LEAVE IT ', 'NO SINGING METAL SIGN', 'OFFICE MUG WARMER CHOCBLUE', 'OFFICE MUG WARMER POLKADOT', 'PACK OF 6 SKULL PAPER CUPS', 'PACK OF 60 MUSHROOM CAKE CASES', 'PACK OF 72 SKULL CAKE CASES', 'PINK 3 PIECE POLKADOT CUTLERY SET', 'PINK UNION JACK  PASSPORT COVER ', 'PLASTERS IN TIN CIRCUS PARADE ', 'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN WOODLAND ANIMALS', 'RECORD FRAME 7 SINGLE SIZE ', 'RED RETROSPOT MINI CASES', 'RED TOADSTOOL LED NIGHT LIGHT', 'SET OF 2 TEA TOWELS APPLE AND PEARS', 'SET OF SALT AND PEPPER TOADSTOOLS', 'SET20 RED RETROSPOT PAPER NAPKINS ', 'SET4 SKULL BADGES', 'SET6 RED SPOTTY PAPER CUPS', 'SMALL POPCORN HOLDER', 'SNOWSTORM PHOTO FRAME FRIDGE MAGNET', 'SPACEBOY BIRTHDAY CARD', 'STARS GIFT TAPE ', 'STRAWBERRY LUNCH BOX WITH CUTLERY', 'TRAVEL SEWING KIT', 'UNION JACK FLAG PASSPORT COVER ', 'Segment_Corporate', 'Region_Northeast']"
539727,"['BAKING MOULD EASTER EGG MILK CHOC', 'BAKING MOULD EASTER EGG WHITE CHOC', 'CLOTHES PEGS RETROSPOT PACK 24 ', 'Segment_Consumer', 'Region_Northeast']"
539829,"['CAKE PLATE LOVEBIRD PINK', 'CAKE PLATE LOVEBIRD WHITE', 'METAL SIGN CUPCAKE SINGLE HOOK', 'METAL SIGN,CUPCAKE SINGLE HOOK', 'Segment_Consumer', 'Region_Southeast']"
540151,"['RED RETROSPOT CAKE STAND', 'Segment_Consumer', 'Region_Northeast']"
540156,"['RED RETROSPOT CAKE STAND', 'Segment_Consumer', 'Region_Northeast']"
540178,"['12 PENCIL SMALL TUBE WOODLAND', '12 PENCILS SMALL TUBE RED RETROSPOT', '4 TRADITIONAL SPINNING TOPS', 'BOOM BOX SPEAKER BOYS', 'CABIN BAG VINTAGE RETROSPOT', 'CALENDAR PAPER CUT DESIGN', 'CUTE CATS TAPE', 'DOLLY MIXTURE CHILDRENS UMBRELLA', 'DOORMAT RESPECTABLE HOUSE', 'FOLDING UMBRELLA CREAM POLKADOT', 'FOLDING UMBRELLA REDWHITE POLKADOT', 'GINGERBREAD MAN COOKIE CUTTER', 'GUMBALL COAT RACK', 'JAM MAKING SET PRINTED', 'LUNCH BOX WITH CUTLERY RETROSPOT ', 'OFFICE MUG WARMER CHOCBLUE', 'OFFICE MUG WARMER PINK', 'PACK OF 20 SKULL PAPER NAPKINS', 'PACK OF 72 RETROSPOT CAKE CASES', 'PLASTERS IN TIN CIRCUS PARADE ', 'PLASTERS IN TIN WOODLAND ANIMALS', 'POLKADOT RAIN HAT ', 'RED RETROSPOT CHILDRENS UMBRELLA', 'RED RETROSPOT CUP', 'ROBOT BIRTHDAY CARD', 'SET OF 2 TEA TOWELS APPLE AND PEARS', 'SET OF SALT AND PEPPER TOADSTOOLS', 'SET4 SKULL BADGES', 'SET6 RED SPOTTY PAPER CUPS', 'SKULLS  WATER TRANSFER TATTOOS ', 'TABLECLOTH RED APPLES DESIGN ', 'TEA BAG PLATE RED RETROSPOT', 'TEA PARTY BIRTHDAY CARD', 'Segment_Consumer', 'Region_Northeast']"
540239,"['ASSORTED BOTTLE TOP  MAGNETS ', 'ASSORTED COLOUR MINI CASES', 'BLUE ROSE FABRIC MIRROR', 'CALENDAR PAPER CUT DESIGN', 'CHERRY BLOSSOM  DECORATIVE FLASK', 'CIRCUS PARADE CHILDRENS EGG CUP ', 'CLOTHES PEGS RETROSPOT PACK 24 ', 'COFFEE MUG PEARS  DESIGN', 'EASTER TIN BUNNY BOUQUET', 'EDWARDIAN PARASOL BLACK', 'EDWARDIAN PARASOL NATURAL', 'EDWARDIAN PARASOL PINK', 'EDWARDIAN PARASOL RED', 'GINGERBREAD MAN COOKIE CUTTER', 'INFLATABLE POLITICAL GLOBE ', 'JAM JAR WITH PINK LID', 'JAM MAKING SET PRINTED', 'LUNCH BOX WITH CUTLERY RETROSPOT ', 'PACK OF 60 MUSHROOM CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES', 'PAPER BUNTING RETROSPOT', 'PINK DOUGHNUT TRINKET POT ', 'PLASTERS IN TIN CIRCUS PARADE ', 'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS', 'RED  HARMONICA IN BOX ', 'RED RETROSPOT MINI CASES', 'REGENCY CAKESTAND 3 TIER', 'RETROSPOT PARTY BAG  STICKER SET', 'ROUND SNACK BOXES SET OF 4 FRUITS ', 'ROUND SNACK BOXES SET OF4 WOODLAND ', 'SET OF 2 TEA TOWELS APPLE AND PEARS', 'SET OF 9 HEART SHAPED BALLOONS', 'SILK PURSE BABUSHKA RED', 'STRAWBERRY LUNCH BOX WITH CUTLERY', 'TEA FOR ONE POLKADOT', 'TEA PARTY BIRTHDAY CARD', 'VINTAGE HEADS AND TAILS CARD GAME ', 'WOODLAND PARTY BAG  STICKER SET', 'Segment_Consumer', 'Region_Southeast']"
540351,"['60 CAKE CASES DOLLY GIRL DESIGN', 'CERAMIC CHERRY CAKE MONEY BANK', 'CERAMIC HEART FAIRY CAKE MONEY BANK', 'CERAMIC PIRATE CHEST MONEY BANK', 'DOCTORS BAG SOFT TOY', 'LUNCH BAG RED RETROSPOT', 'MINI FUNKY DESIGN TAPES', 'NURSES BAG SOFT TOY', 'PACK OF 12 RED RETROSPOT TISSUES ', 'PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES', 'PIGGY BANK RETROSPOT ', 'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN VINTAGE PAISLEY ', 'ROMANTIC IMAGES GIFT WRAP SET', 'SET 12 KIDS  WHITE CHALK STICKS', 'SET 12 KIDS COLOUR  CHALK STICKS', 'TOOL BOX SOFT TOY ', 'WOOD STAMP SET HAPPY BIRTHDAY', 'WOODEN CROQUET GARDEN SET', 'WOODEN SKITTLES GARDEN SET', 'Segment_Consumer', 'Region_Northeast']"
540365,"['10 COLOUR SPACEBOY PEN', 'BAKING SET 9 PIECE RETROSPOT ', 'BAKING SET SPACEBOY DESIGN', 'BALLOONS  WRITING SET ', 'BLACKBLUE POLKADOT UMBRELLA', 'CABIN BAG VINTAGE RETROSPOT', 'CHARLOTTE BAG PINK POLKADOT', 'CHILDS BREAKFAST SET SPACEBOY ', 'EDWARDIAN PARASOL RED', 'FELTCRAFT DOLL MOLLY', 'FELTCRAFT PRINCESS LOLA DOLL', 'JUMBO BAG RED RETROSPOT', 'POPPYS PLAYHOUSE KITCHEN', 'RED RETROSPOT CHARLOTTE BAG', 'RED RETROSPOT MINI CASES', 'RED RETROSPOT PICNIC BAG', 'RED RETROSPOT SHOPPING BAG', 'ROUND SNACK BOXES SET OF4 WOODLAND ', 'SET20 RED RETROSPOT PAPER NAPKINS ', 'SET6 RED SPOTTY PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES', 'STARS GIFT TAPE ', 'TOOL BOX SOFT TOY ', 'Segment_Consumer', 'Region_Northeast']"
540455,"['ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE ORANGE', 'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE RED ', 'CHILDRENS APRON SPACEBOY DESIGN', 'PAPERWEIGHT CHILDHOOD MEMORIES', 'PLASTERS IN TIN CIRCUS PARADE ', 'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN STRONGMAN', 'RED RETROSPOT APRON ', 'RED RETROSPOT MINI CASES', 'RED TOADSTOOL LED NIGHT LIGHT', 'RETROSPOT PARTY BAG  STICKER SET', 'ROUND SNACK BOXES SET OF4 WOODLAND ', 'SET10 RED POLKADOT PARTY CANDLES', 'SET20 RED RETROSPOT PAPER NAPKINS ', 'SET6 RED SPOTTY PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES', 'STARS GIFT TAPE ', 'WOODLAND CHARLOTTE BAG', 'WOODLAND PARTY BAG  STICKER SET', 'Segment_Consumer', 'Region_Northeast']"
540463,"['BAKING SET 9 PIECE RETROSPOT ', 'CREAM FELT EASTER EGG BASKET', 'GUMBALL COAT RACK', 'NURSES BAG SOFT TOY', 'PAPER BUNTING RETROSPOT', 'PLASTERS IN TIN CIRCUS PARADE ', 'RED RETROSPOT CAKE STAND', 'RED RETROSPOT MINI CASES', 'RETROSPOT TEA SET CERAMIC 11 PC ', 'SET OF 20 KIDS COOKIE CUTTERS', 'SILK PURSE BABUSHKA PINK', 'TEA PARTY BIRTHDAY CARD', 'WOODEN SKITTLES GARDEN SET', 'WOODLAND DESIGN  COTTON TOTE BAG', 'Segment_Consumer', 'Region_Southeast']"
540521,"['BAKING SET 9 PIECE RETROSPOT ', 'CUTE CATS TAPE', 'EDWARDIAN PARASOL BLACK', 'RED POLKADOT COFFEE  MUG', 'RETRO PLASTIC POLKA TRAY', 'SET OF SALT AND PEPPER TOADSTOOLS', 'SET2 RED RETROSPOT TEA TOWELS ', 'SET20 RED RETROSPOT PAPER NAPKINS ', 'STARS GIFT TAPE ', 'Segment_Consumer', 'Region_Southeast']"
